loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_roc_auc,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,init_mem_cpu_alloc_delta,init_mem_gpu_alloc_delta,init_mem_cpu_peaked_delta,init_mem_gpu_peaked_delta,train_mem_cpu_alloc_delta,train_mem_gpu_alloc_delta,train_mem_cpu_peaked_delta,train_mem_gpu_peaked_delta,before_init_mem_cpu,before_init_mem_gpu
,,,2.0,1122,0.025321103632450104,0.999839,0.993203,0.985323,0.997429,0.991339,5431.5348,1.652,0.052,,,,,,,,,,,,,,,
0.006439785957336425,0.004600259009748697,7.04950495049505e-06,2.049910873440285,1150,,,,,,,,,,,,,,,,,,,,,,,,
0.0018326884508132934,0.05103474482893944,6.38943894389439e-06,2.1390374331550803,1200,,,,,,,,,,,,,,,,,,,,,,,,
0.0020501741766929624,0.0018052359810099006,5.72937293729373e-06,2.228163992869875,1250,,,,,,,,,,,,,,,,,,,,,,,,
0.004436340630054474,0.003764900378882885,5.06930693069307e-06,2.3172905525846703,1300,,,,,,,,,,,,,,,,,,,,,,,,
0.004228933155536652,0.005374170374125242,4.4092409240924095e-06,2.406417112299465,1350,,,,,,,,,,,,,,,,,,,,,,,,
0.0001875314861536026,0.003413675120100379,3.7491749174917496e-06,2.4955436720142603,1400,,,,,,,,,,,,,,,,,,,,,,,,
0.0009855160117149353,0.0033336710184812546,3.0891089108910894e-06,2.5846702317290555,1450,,,,,,,,,,,,,,,,,,,,,,,,
0.00029210157692432403,0.0012105790665373206,2.429042904290429e-06,2.6737967914438503,1500,,,,,,,,,,,,,,,,,,,,,,,,
0.006916115880012512,0.0023306787479668856,1.7689768976897693e-06,2.762923351158645,1550,,,,,,,,,,,,,,,,,,,,,,,,
0.0006580939143896103,0.07015355676412582,1.108910891089109e-06,2.8520499108734403,1600,,,,,,,,,,,,,,,,,,,,,,,,
0.0001781022548675537,0.0021264012902975082,4.488448844884489e-07,2.9411764705882355,1650,,,,,,,,,,,,,,,,,,,,,,,,
,,,3.0,1683,0.013714726082980633,0.999887,0.997214,0.994873,0.998,0.996434,4592.8077,1.954,0.061,,,,,,,,,,,,,,,
,,,3.0,1683,,,,,,,,,,91000.9278,1.183,0.018,1.003522330658857e+17,0.06807639500523563,-1273856.0,1335104000.0,1334325248.0,0.0,731475968.0,2686942208.0,1337802752.0,19681786880.0,1513943040.0,0.0
,,,3.0,1683,0.013714726082980633,0.999887,0.997214,0.994873,0.998,0.996434,6701.1657,1.339,0.042,,,,,,,,,,,,,,,
